"species","year","lat","long"
"Lagocephalus sceleratus",2019,34.952622,26.134548
"Lagocephalus sceleratus",2020,34.994715,24.745622
"Lagocephalus sceleratus",2020,34.997068,25.372259
"Lagocephalus sceleratus",2020,35.321496,25.392577
"Lagocephalus sceleratus",2020,35.373378,24.528462
"Lagocephalus sceleratus",2020,35.505128,23.64104
"Lagocephalus sceleratus",2020,35.515803,27.208958
"Lagocephalus sceleratus",2020,36.288202,28.183162
"Lagocephalus sceleratus",2020,36.431799,22.4872
"Lagocephalus sceleratus",2020,36.904239,25.976285
"Lagocephalus sceleratus",2020,37.105355,25.367681
"Lagocephalus sceleratus",2020,37.256781,21.66464
"Lagocephalus sceleratus",2020,37.371557,25.235195
"Lagocephalus sceleratus",2020,37.402487,25.279472
"Lagocephalus sceleratus",2020,37.409096,25.204588
"Lagocephalus sceleratus",2020,37.419009,25.305622
"Lagocephalus sceleratus",2020,37.438595,25.319737
"Lagocephalus sceleratus",2020,37.440247,25.216474
"Lagocephalus sceleratus",2020,37.469498,25.374414
"Lagocephalus sceleratus",2020,37.477044,25.308742
"Lagocephalus sceleratus",2020,37.497558,25.363122
"Lagocephalus sceleratus",2020,37.653,20.9116
"Lagocephalus sceleratus",2020,37.671958,23.466303
"Lagocephalus sceleratus",2020,37.6808,20.8766
"Lagocephalus sceleratus",2020,37.688551,23.526206
"Lagocephalus sceleratus",2020,37.692872,26.96299
"Lagocephalus sceleratus",2020,37.8688755,20.94834
"Lagocephalus sceleratus",2020,37.96673,23.219792
"Lagocephalus sceleratus",2020,38.848632,23.048152
"Lagocephalus sceleratus",2020,38.848632,23.048152
"Lagocephalus sceleratus",2020,39.013954,26.548766
"Lagocephalus sceleratus",2021,35.037348,25.974666
"Lagocephalus sceleratus",2021,35.321496,25.392577
"Lagocephalus sceleratus",2021,35.508434,27.21488
"Lagocephalus sceleratus",2021,35.519172,23.652356
"Lagocephalus sceleratus",2021,35.587456,27.069855
"Lagocephalus sceleratus",2021,35.905212,27.83294
"Lagocephalus sceleratus",2021,36.251852,28.18029
"Lagocephalus sceleratus",2021,37.7006,20.7455
"Lagocephalus sceleratus",2021,38.5597,20.7358
"Lagocephalus sceleratus",2017,32.01899328,34.67596518
"Lagocephalus sceleratus",2017,32.05274328,34.69192518
"Lagocephalus sceleratus",2017,32.13374328,34.73448518
"Lagocephalus sceleratus",2017,32.13374328,34.73448518
"Lagocephalus sceleratus",2017,32.13374328,34.73448518
"Lagocephalus sceleratus",2017,32.16299328,34.73980518
"Lagocephalus sceleratus",2017,32.18774328,34.74778518
"Lagocephalus sceleratus",2017,32.21924328,34.76108518
"Lagocephalus sceleratus",2017,32.21924328,34.76108518
"Lagocephalus sceleratus",2017,32.26199328,34.78502518
"Lagocephalus sceleratus",2017,32.28899328,34.78502518
"Lagocephalus sceleratus",2018,31.76474328,34.41528518
"Lagocephalus sceleratus",2018,31.76474328,34.50838518
"Lagocephalus sceleratus",2018,31.87049328,34.53232518
"Lagocephalus sceleratus",2018,31.94924328,34.64670518
"Lagocephalus sceleratus",2018,32.02799328,34.67862518
"Lagocephalus sceleratus",2018,32.05274328,34.69192518
"Lagocephalus sceleratus",2018,32.11124328,34.65468518
"Lagocephalus sceleratus",2018,32.13824328,34.73448518
"Lagocephalus sceleratus",2018,32.21924328,34.76108518
"Lagocephalus sceleratus",2019,31.94924328,34.64670518
"Lagocephalus sceleratus",2019,31.94924328,34.64670518
"Lagocephalus sceleratus",2019,31.94924328,34.64670518
"Lagocephalus sceleratus",2019,31.94924328,34.64670518
"Lagocephalus sceleratus",2019,31.94924328,34.68660518
"Lagocephalus sceleratus",2019,31.99199328,34.66798518
"Lagocephalus sceleratus",2019,31.99199328,34.66798518
"Lagocephalus sceleratus",2019,31.99199328,34.66798518
"Lagocephalus sceleratus",2019,32.02574328,34.67862518
"Lagocephalus sceleratus",2019,32.02574328,34.67862518
"Lagocephalus sceleratus",2019,32.02574328,34.67862518
"Lagocephalus sceleratus",2019,32.11124328,34.71852518
"Lagocephalus sceleratus",2019,32.13824328,34.66266518
"Lagocephalus sceleratus",2019,32.19224328,34.75044518
"Lagocephalus sceleratus",2019,32.19224328,34.75044518
"Lagocephalus sceleratus",2019,32.19224328,34.75044518
"Lagocephalus sceleratus",2019,32.19224328,34.75044518
"Lagocephalus sceleratus",2019,32.19224328,34.75044518
"Lagocephalus sceleratus",2019,32.21924328,34.76108518
"Lagocephalus sceleratus",2019,32.24624328,34.77704518
"Lagocephalus sceleratus",2019,32.39924328,34.81960518
"Lagocephalus sceleratus",2020,31.76474328,34.50838518
"Lagocephalus sceleratus",2020,31.76474328,34.50838518
"Lagocephalus sceleratus",2020,31.91999328,34.67330518
"Lagocephalus sceleratus",2020,31.94924328,34.68660518
"Lagocephalus sceleratus",2020,31.94924328,34.68660518
"Lagocephalus sceleratus",2020,31.94924328,34.68660518
"Lagocephalus sceleratus",2020,31.94924328,34.68660518
"Lagocephalus sceleratus",2020,31.94924328,34.68660518
"Lagocephalus sceleratus",2020,31.94924328,34.68660518
"Lagocephalus sceleratus",2020,32.01899328,34.71852518
"Lagocephalus sceleratus",2020,32.01899328,34.71852518
"Lagocephalus sceleratus",2020,32.04824328,34.68926518
"Lagocephalus sceleratus",2020,32.19224328,34.75044518
"Lagocephalus sceleratus",2018,35.9011,14.5238
"Lagocephalus sceleratus",2018,35.9593,14.3916
"Lagocephalus sceleratus",2018,35.4767,11.2412
"Lagocephalus sceleratus",2018,35.6618,11.0695
"Lagocephalus sceleratus",2018,35.9382,10.7218
"Lagocephalus sceleratus",2020,34.8711,11.3314
"Lagocephalus sceleratus",2020,35.6417,10.9982
"Lagocephalus sceleratus",2020,35.7567,10.8379
"Lagocephalus sceleratus",2020,36.834,11.1135
"Lagocephalus sceleratus",2021,35.4974,11.066
"Lagocephalus sceleratus",2021,37.231032,9.86495
"Lagocephalus sceleratus",2012,36.561389,1.811944
"Lagocephalus sceleratus",2012,36.899444,6.891389
"Lagocephalus sceleratus",2012,36.899722,4.416111
"Lagocephalus sceleratus",2013,36.763333,5.108056
"Lagocephalus sceleratus",2013,36.801667,3.554444
"Lagocephalus sceleratus",2013,37.025,7.251403
"Lagocephalus sceleratus",2018,35.514653,27.209267
"Lagocephalus sceleratus",2014,37.3033,26.7514
"Lagocephalus sceleratus",2010,34.583122,33.059235
"Lagocephalus sceleratus",2010,34.605731,32.696686
"Lagocephalus sceleratus",2010,34.662229,33.344879
"Lagocephalus sceleratus",2010,34.727717,32.386322
"Lagocephalus sceleratus",2010,34.781875,33.647003
"Lagocephalus sceleratus",2010,34.939809,33.74382
"Lagocephalus sceleratus",2010,34.948103,32.265301
"Lagocephalus sceleratus",2010,34.982724,34.004014
"Lagocephalus sceleratus",2010,35.094841,32.416534
"Lagocephalus sceleratus",2010,35.11861,34.017105
"Lagocephalus sceleratus",2010,35.212439,32.690849
"Lagocephalus sceleratus",2015,38.160362,20.414726
"Lagocephalus sceleratus",2012,42.738313,17.817593
"Lagocephalus sceleratus",2014,36.91936,15.17845
"Lagocephalus sceleratus",2014,37.070725,15.294325
"Lagocephalus sceleratus",2016,38.69054,15.89626
"Lagocephalus sceleratus",2019,36.91861,15.1797
"Lagocephalus sceleratus",2014,40.368487,26.321225
"Lagocephalus sceleratus",2008,39.466667,26.333333
"Lagocephalus sceleratus",2008,39.466667,26.333333
"Lagocephalus sceleratus",2010,36.53805556,35.91194444
"Lagocephalus sceleratus",2010,36.60638889,34.98888889
"Lagocephalus sceleratus",2011,40.933955,25.348115
"Lagocephalus sceleratus",2012,36.94647,26.991862
"Lagocephalus sceleratus",2012,37.122569,26.850386
"Lagocephalus sceleratus",2012,37.211228,21.591849
"Lagocephalus sceleratus",2012,37.298372,26.561321
"Lagocephalus sceleratus",2012,37.877372,23.458216
"Lagocephalus sceleratus",2012,38.163237,20.376465
"Lagocephalus sceleratus",2012,39.29007,23.141327
"Lagocephalus sceleratus",2012,39.309227,23.101872
"Lagocephalus sceleratus",2012,39.348909,22.966242
"Lagocephalus sceleratus",2012,39.532323,20.162565
"Lagocephalus sceleratus",2013,37.013844,22.100742
"Lagocephalus sceleratus",2016,36.943264,27.164685
"Lagocephalus suezensis",2007,34.663993,33.034172
"Lagocephalus suezensis",2011,32.55277778,35.14722222
"Lagocephalus suezensis",2011,32.68611111,35.12777778
"Lagocephalus suezensis",2018,34.966218,34.084764
"Lagocephalus suezensis",2018,34.966218,34.084764
"Lagocephalus suezensis",2019,34.669487,33.042533
"Lagocephalus suezensis",2005,31.364737,32.242218
"Lagocephalus suezensis",2012,31.22305556,29.56333333
"Lagocephalus suezensis",2012,31.66722222,30.49527778
"Lagocephalus suezensis",2016,31,29.3
"Lagocephalus suezensis",2003,36.423594,28.191172
"Lagocephalus suezensis",2006,36.622905,27.843289
"Lagocephalus suezensis",2007,36.160219,28.0886
"Lagocephalus suezensis",2007,36.423594,28.191172
"Lagocephalus suezensis",2008,36.074325,28.015411
"Lagocephalus suezensis",2008,36.045381,27.760616
"Lagocephalus suezensis",2009,36.074325,28.015411
"Lagocephalus suezensis",2009,36.301331,28.188086
"Lagocephalus suezensis",2009,34.997408,25.757597
"Lagocephalus suezensis",2009,35.002536,25.71735
"Lagocephalus suezensis",2010,36.438889,28.204444
"Lagocephalus suezensis",2012,36.350013,27.906101
"Lagocephalus suezensis",2021,36.445279,28.229986
"Lagocephalus suezensis",2012,32.877,34.961
"Lagocephalus suezensis",2012,31.792,34.578
"Lagocephalus suezensis",2012,31.792,34.578
"Lagocephalus suezensis",2012,32.877,34.961
"Lagocephalus suezensis",2017,32.19224328,34.75044518
"Lagocephalus suezensis",2017,32.04824328,34.68926518
"Lagocephalus suezensis",2017,32.01899328,34.67596518
"Lagocephalus suezensis",2017,32.01899328,34.67596518
"Lagocephalus suezensis",2017,32.31824328,34.79300518
"Lagocephalus suezensis",2017,32.28899328,34.78502518
"Lagocephalus suezensis",2017,32.26199328,34.78502518
"Lagocephalus suezensis",2017,32.28899328,34.78502518
"Lagocephalus suezensis",2017,32.28899328,34.78502518
"Lagocephalus suezensis",2017,32.28899328,34.78502518
"Lagocephalus suezensis",2017,32.02574328,34.67862518
"Lagocephalus suezensis",2017,32.05274328,34.69192518
"Lagocephalus suezensis",2017,32.08199328,34.70788518
"Lagocephalus suezensis",2017,31.99199328,34.66798518
"Lagocephalus suezensis",2017,32.01899328,34.67596518
"Lagocephalus suezensis",2017,32.05274328,34.69192518
"Lagocephalus suezensis",2017,32.04824328,34.68926518
"Lagocephalus suezensis",2017,32.04824328,34.68926518
"Lagocephalus suezensis",2017,32.04824328,34.68926518
"Lagocephalus suezensis",2017,32.04824328,34.68926518
"Lagocephalus suezensis",2017,31.99199328,34.60680518
"Lagocephalus suezensis",2017,32.01899328,34.67596518
"Lagocephalus suezensis",2017,32.01899328,34.67596518
"Lagocephalus suezensis",2017,31.94924328,34.64670518
"Lagocephalus suezensis",2017,32.08199328,34.64404518
"Lagocephalus suezensis",2017,32.00549328,34.61212518
"Lagocephalus suezensis",2017,31.91999328,34.62542518
"Lagocephalus suezensis",2017,32.00549328,34.67330518
"Lagocephalus suezensis",2017,32.28899328,34.71852518
"Lagocephalus suezensis",2017,32.28899328,34.71852518
"Lagocephalus suezensis",2017,31.97624328,34.62010518
"Lagocephalus suezensis",2017,32.13374328,34.73448518
"Lagocephalus suezensis",2017,32.13824328,34.73448518
"Lagocephalus suezensis",2017,32.13824328,34.66266518
"Lagocephalus suezensis",2017,32.13824328,34.73448518
"Lagocephalus suezensis",2017,32.16074328,34.73980518
"Lagocephalus suezensis",2017,32.21924328,34.76108518
"Lagocephalus suezensis",2017,32.21924328,34.76108518
"Lagocephalus suezensis",2017,32.16074328,34.73980518
"Lagocephalus suezensis",2017,32.21924328,34.76108518
"Lagocephalus suezensis",2017,32.21924328,34.76108518
"Lagocephalus suezensis",2017,32.01899328,34.67596518
"Lagocephalus suezensis",2017,32.04824328,34.68926518
"Lagocephalus suezensis",2017,32.13824328,34.66266518
"Lagocephalus suezensis",2017,32.13824328,34.66266518
"Lagocephalus suezensis",2017,32.13824328,34.73448518
"Lagocephalus suezensis",2017,32.13824328,34.73448518
"Lagocephalus suezensis",2017,32.13374328,34.73448518
"Lagocephalus suezensis",2017,32.01899328,34.67596518
"Lagocephalus suezensis",2017,32.01899328,34.67596518
"Lagocephalus suezensis",2017,32.16074328,34.73980518
"Lagocephalus suezensis",2017,32.16074328,34.73980518
"Lagocephalus suezensis",2017,32.05274328,34.69192518
"Lagocephalus suezensis",2017,32.04824328,34.68926518
"Lagocephalus suezensis",2017,32.16074328,34.73980518
"Lagocephalus suezensis",2017,32.21924328,34.76108518
"Lagocephalus suezensis",2017,32.21924328,34.76108518
"Lagocephalus suezensis",2017,32.18774328,34.74778518
"Lagocephalus suezensis",2018,32.13824328,34.73448518
"Lagocephalus suezensis",2018,32.13824328,34.73448518
"Lagocephalus suezensis",2018,32.05274328,34.69192518
"Lagocephalus suezensis",2018,32.19224328,34.75044518
"Lagocephalus suezensis",2018,31.94924328,34.64670518
"Lagocephalus suezensis",2018,32.28899328,34.78502518
"Lagocephalus suezensis",2018,32.13824328,34.73448518
"Lagocephalus suezensis",2018,31.94924328,34.64670518
"Lagocephalus suezensis",2018,31.89749328,34.61212518
"Lagocephalus suezensis",2018,31.97624328,34.66000518
"Lagocephalus suezensis",2018,32.01899328,34.67596518
"Lagocephalus suezensis",2018,32.01899328,34.67596518
"Lagocephalus suezensis",2018,31.88849328,34.39666518
"Lagocephalus suezensis",2018,31.94924328,34.64670518
"Lagocephalus suezensis",2018,32.19224328,34.68128518
"Lagocephalus suezensis",2018,32.21924328,34.76108518
"Lagocephalus suezensis",2018,32.21924328,34.76108518
"Lagocephalus suezensis",2018,32.21924328,34.76108518
"Lagocephalus suezensis",2018,31.87049328,34.53232518
"Lagocephalus suezensis",2018,32.11124328,34.65468518
"Lagocephalus suezensis",2018,31.76474328,34.50838518
"Lagocephalus suezensis",2018,31.76474328,34.50838518
"Lagocephalus suezensis",2018,31.76474328,34.50838518
"Lagocephalus suezensis",2018,31.76474328,34.50838518
"Lagocephalus suezensis",2018,31.76474328,34.50838518
"Lagocephalus suezensis",2018,31.76474328,34.50838518
"Lagocephalus suezensis",2018,31.76474328,34.50838518
"Lagocephalus suezensis",2018,31.88849328,34.60414518
"Lagocephalus suezensis",2018,31.91999328,34.62542518
"Lagocephalus suezensis",2019,32.19224328,34.75044518
"Lagocephalus suezensis",2019,31.76474328,34.50838518
"Lagocephalus suezensis",2019,31.94924328,34.68660518
"Lagocephalus suezensis",2019,32.19224328,34.68128518
"Lagocephalus suezensis",2019,32.19224328,34.75044518
"Lagocephalus suezensis",2019,31.94924328,34.64670518
"Lagocephalus suezensis",2019,32.19224328,34.75044518
"Lagocephalus suezensis",2019,32.13824328,34.73448518
"Lagocephalus suezensis",2019,32.02574328,34.67862518
"Lagocephalus suezensis",2019,32.11124328,34.71852518
"Lagocephalus suezensis",2019,31.99199328,34.66798518
"Lagocephalus suezensis",2019,32.11124328,34.71852518
"Lagocephalus suezensis",2019,32.13824328,34.73448518
"Lagocephalus suezensis",2019,31.94924328,34.64670518
"Lagocephalus suezensis",2019,31.94924328,34.64670518
"Lagocephalus suezensis",2019,32.19224328,34.75044518
"Lagocephalus suezensis",2019,32.19224328,34.75044518
"Lagocephalus suezensis",2019,32.02574328,34.67862518
"Lagocephalus suezensis",2019,32.02574328,34.67862518
"Lagocephalus suezensis",2019,31.99199328,34.66798518
"Lagocephalus suezensis",2019,31.99199328,34.66798518
"Lagocephalus suezensis",2019,31.99199328,34.66798518
"Lagocephalus suezensis",2019,31.99199328,34.66798518
"Lagocephalus suezensis",2019,31.94924328,34.64670518
"Lagocephalus suezensis",2019,32.11124328,34.71852518
"Lagocephalus suezensis",2019,31.94924328,34.64670518
"Lagocephalus suezensis",2019,31.94924328,34.64670518
"Lagocephalus suezensis",2019,32.21924328,34.76108518
"Lagocephalus suezensis",2019,31.87049328,34.48976518
"Lagocephalus suezensis",2019,31.84124328,34.47114518
"Lagocephalus suezensis",2019,32.08199328,34.61478518
"Lagocephalus suezensis",2019,32.26199328,34.68394518
"Lagocephalus suezensis",2019,32.31824328,34.70522518
"Lagocephalus suezensis",2019,32.31824328,34.70522518
"Lagocephalus suezensis",2019,32.50499328,34.77172518
"Lagocephalus suezensis",2020,31.76474328,34.50838518
"Lagocephalus suezensis",2020,31.91999328,34.67330518
"Lagocephalus suezensis",2020,31.94924328,34.68660518
"Lagocephalus suezensis",2020,31.94924328,34.68660518
"Lagocephalus suezensis",2020,31.94924328,34.68660518
"Lagocephalus suezensis",2020,31.94924328,34.68660518
"Lagocephalus suezensis",2020,31.94924328,34.68660518
"Lagocephalus suezensis",2020,31.94924328,34.68660518
"Lagocephalus suezensis",2020,31.94924328,34.68660518
"Lagocephalus suezensis",2020,32.11124328,34.75576518
"Lagocephalus suezensis",2020,31.94924328,34.68660518
"Lagocephalus suezensis",2020,32.11124328,34.75576518
"Lagocephalus suezensis",2020,31.94924328,34.68660518
"Lagocephalus suezensis",2020,32.19224328,34.75044518
"Lagocephalus suezensis",2020,32.19224328,34.75044518
"Lagocephalus suezensis",2020,32.19224328,34.75044518
"Lagocephalus suezensis",2020,31.94924328,34.68660518
"Lagocephalus suezensis",2020,31.94924328,34.68660518
"Lagocephalus suezensis",2020,31.94924328,34.68660518
"Lagocephalus suezensis",2020,32.19224328,34.75044518
"Lagocephalus suezensis",2020,32.21924328,34.69458518
"Lagocephalus suezensis",2020,31.89749328,34.61212518
"Lagocephalus suezensis",2020,32.13374328,34.73448518
"Lagocephalus suezensis",2020,32.21924328,34.69458518
"Lagocephalus suezensis",2009,32.077266,23.967276
"Lagocephalus suezensis",2009,32.130018,20.006781
"Lagocephalus suezensis",2009,32.759604,22.662468
"Lagocephalus suezensis",2009,30.51309,18.593067
"Lagocephalus suezensis",2009,31.218204,16.569792
"Lagocephalus suezensis",2009,32.078889,32.981389
"Lagocephalus suezensis",2009,31.553212,17.407537
"Lagocephalus suezensis",2019,31.443684,34.33118
"Lagocephalus suezensis",2014,39.0666,0.31666
"Lagocephalus suezensis",2001,35.538472,35.722642
"Lagocephalus suezensis",2000,37.034932,28.283598
"Lagocephalus suezensis",2005,36.606092,36.083304
"Lagocephalus suezensis",2005,36.695527,34.714612
"Lagocephalus suezensis",2009,36.793312,34.635476
"Lagocephalus suezensis",2011,36.684397,28.637051
"Lagocephalus suezensis",2011,36.232317,30.363761
"Lagocephalus suezensis",2011,36.282435,34.084424
"Lagocephalus suezensis",2011,36.548036,35.29134
"Lagocephalus suezensis",2011,36.060704,33.003939
"Lagocephalus suezensis",2011,37.612022,27.04714
"Lagocephalus suezensis",2011,36.77366,28.329686
"Lagocephalus suezensis",2011,36.198165,35.818223
"Lagocephalus suezensis",2011,36.835254,35.979896
"Lagocephalus suezensis",2014,36.859262,30.680205
"Lagocephalus suezensis",2020,39.4638,26.3923
"Nemipterus randalli",2013,35.360389,35.91856
"Nemipterus randalli",2013,35.770681,35.514679
"Nemipterus randalli",2016,38.733333,26.55
"Nemipterus randalli",2016,38.724309,26.561647
"Nemipterus randalli",2020,39.4581,26.3912
"Nemipterus randalli",2007,36.606185,36.162336
"Nemipterus randalli",2013,37.867088,27.254288
"Nemipterus randalli",2011,36.828589,28.55083
"Nemipterus randalli",2011,36.641509,28.973834
"Nemipterus randalli",2011,36.232317,30.363761
"Nemipterus randalli",2011,36.784564,31.287232
"Nemipterus randalli",2011,36.282435,34.084424
"Nemipterus randalli",2011,36.548036,35.29134
"Nemipterus randalli",2011,36.060704,33.003939
"Nemipterus randalli",2011,36.544809,31.916044
"Nemipterus randalli",2011,36.198165,35.818223
"Nemipterus randalli",2011,36.835254,35.979896
"Nemipterus randalli",2011,36.633932,34.415355
"Nemipterus randalli",2016,31.6,30.083333
"Nemipterus randalli",2009,36.793312,34.635476
"Nemipterus randalli",2008,36.880845,30.699922
"Nemipterus randalli",2005,32.838879,34.98785
"Nemipterus randalli",2009,31.287353,30.166397
"Nemipterus randalli",2012,31.746,34.572
"Nemipterus randalli",2012,32.877,34.961
"Nemipterus randalli",2021,31.811333,34.616733
"Nemipterus randalli",2021,31.868633,34.57715
"Nemipterus randalli",2021,31.774167,34.465167
"Nemipterus randalli",2021,31.748333,34.413333
"Nemipterus randalli",2014,34.680278,33.052778
"Nemipterus randalli",2014,35.168333,33.370278
"Nemipterus randalli",2018,36.091373,28.094002
"Nemipterus randalli",2018,36.166132,28.095156
"Nemipterus randalli",2018,30.96966,29.485029
"Nemipterus randalli",2018,31.030652,29.592081
"Nemipterus randalli",2007,34.493976,35.865742
"Nemipterus randalli",2008,34.24809,35.652016
"Nemipterus randalli",2008,34.462823,35.784877
"Nemipterus randalli",2008,34.24809,35.652016
"Nemipterus randalli",2007,33.283344,35.200625
"Nemipterus randalli",2012,32.877,34.961
"Nemipterus randalli",2012,31.799,34.608
"Nemipterus randalli",2012,31.746,34.572
"Nemipterus randalli",2022,34.111183,35.6155
"Nemipterus randalli",2023,33.2542,35.180567
"Nemipterus randalli",2014,32.02574328,34.72118518
"Nemipterus randalli",2014,32.16074328,34.66798518
"Nemipterus randalli",2014,32.19224328,34.68128518
"Nemipterus randalli",2014,32.24624328,34.77704518
"Nemipterus randalli",2014,32.05274328,34.69192518
"Nemipterus randalli",2014,31.96499328,34.69458518
"Nemipterus randalli",2014,32.21924328,34.76108518
"Nemipterus randalli",2014,32.21924328,34.66532518
"Nemipterus randalli",2014,31.96499328,34.69458518
"Nemipterus randalli",2014,31.91999328,34.62542518
"Nemipterus randalli",2014,31.76474328,34.45518518
"Nemipterus randalli",2014,31.71974328,34.42326518
"Nemipterus randalli",2014,31.76474328,34.45518518
"Nemipterus randalli",2014,31.76474328,34.41528518
"Nemipterus randalli",2014,31.76474328,34.58818518
"Nemipterus randalli",2014,31.76474328,34.50838518
"Nemipterus randalli",2014,31.76474328,34.50838518
"Nemipterus randalli",2014,31.71974328,34.47646518
"Nemipterus randalli",2014,31.76474328,34.50838518
"Nemipterus randalli",2014,32.50724328,34.85418518
"Nemipterus randalli",2014,32.55224328,34.86216518
"Nemipterus randalli",2014,32.50724328,34.85418518
"Nemipterus randalli",2014,31.99199328,34.66798518
"Nemipterus randalli",2014,32.13374328,34.73448518
"Nemipterus randalli",2014,32.11124328,34.75576518
"Nemipterus randalli",2014,32.13374328,34.66000518
"Nemipterus randalli",2014,32.16074328,34.66798518
"Nemipterus randalli",2014,31.97624328,34.62010518
"Nemipterus randalli",2014,31.91999328,34.62542518
"Nemipterus randalli",2014,32.08199328,34.74512518
"Nemipterus randalli",2014,32.13374328,34.73448518
"Nemipterus randalli",2014,32.13374328,34.76640518
"Nemipterus randalli",2014,32.13374328,34.73448518
"Nemipterus randalli",2014,31.96499328,34.69458518
"Nemipterus randalli",2014,31.91999328,34.67330518
"Nemipterus randalli",2014,32.13374328,34.73448518
"Nemipterus randalli",2014,32.13374328,34.76640518
"Nemipterus randalli",2014,32.11124328,34.71852518
"Nemipterus randalli",2014,32.11124328,34.71852518
"Nemipterus randalli",2014,32.13374328,34.73448518
"Nemipterus randalli",2014,32.13374328,34.76640518
"Nemipterus randalli",2014,32.13374328,34.66000518
"Nemipterus randalli",2014,32.10449328,34.71852518
"Nemipterus randalli",2014,32.13374328,34.76640518
"Nemipterus randalli",2014,31.99199328,34.60680518
"Nemipterus randalli",2014,31.97624328,34.66000518
"Nemipterus randalli",2014,31.91999328,34.62542518
"Nemipterus randalli",2014,31.94924328,34.64670518
"Nemipterus randalli",2014,31.91999328,34.58552518
"Nemipterus randalli",2014,31.88849328,34.60414518
"Nemipterus randalli",2014,31.96499328,34.65734518
"Nemipterus randalli",2014,32.02574328,34.67862518
"Nemipterus randalli",2014,31.91999328,34.67330518
"Nemipterus randalli",2014,31.94924328,34.68660518
"Nemipterus randalli",2014,32.19224328,34.78502518
"Nemipterus randalli",2014,32.25524328,34.80630518
"Nemipterus randalli",2014,32.21924328,34.76108518
"Nemipterus randalli",2014,32.24624328,34.77704518
"Nemipterus randalli",2014,32.21924328,34.76108518
"Nemipterus randalli",2014,32.16074328,34.73980518
"Nemipterus randalli",2016,32.19224328,34.75044518
"Nemipterus randalli",2016,32.19224328,34.75044518
"Nemipterus randalli",2016,31.99199328,34.66798518
"Nemipterus randalli",2016,31.99199328,34.66798518
"Nemipterus randalli",2016,32.08199328,34.70788518
"Nemipterus randalli",2016,32.13374328,34.73448518
"Nemipterus randalli",2016,31.99199328,34.66798518
"Nemipterus randalli",2016,31.99199328,34.66798518
"Nemipterus randalli",2016,31.94924328,34.64670518
"Nemipterus randalli",2016,31.94924328,34.64670518
"Nemipterus randalli",2016,31.94924328,34.64670518
"Nemipterus randalli",2016,31.94924328,34.64670518
"Nemipterus randalli",2016,32.21924328,34.76108518
"Nemipterus randalli",2016,32.13374328,34.73448518
"Nemipterus randalli",2016,32.13374328,34.73448518
"Nemipterus randalli",2016,31.97624328,34.66000518
"Nemipterus randalli",2016,31.97624328,34.66000518
"Nemipterus randalli",2016,31.94924328,34.64670518
"Nemipterus randalli",2016,32.13374328,34.73448518
"Nemipterus randalli",2016,32.13374328,34.73448518
"Nemipterus randalli",2016,32.11124328,34.71852518
"Nemipterus randalli",2016,31.94924328,34.64670518
"Nemipterus randalli",2016,32.13374328,34.73448518
"Nemipterus randalli",2016,32.13374328,34.73448518
"Nemipterus randalli",2016,32.11124328,34.71852518
"Nemipterus randalli",2016,32.11124328,34.65468518
"Nemipterus randalli",2017,32.19224328,34.75044518
"Nemipterus randalli",2017,32.39924328,34.81960518
"Nemipterus randalli",2017,32.34074328,34.79832518
"Nemipterus randalli",2017,32.11124328,34.71852518
"Nemipterus randalli",2017,31.99199328,34.70522518
"Nemipterus randalli",2017,32.04824328,34.68926518
"Nemipterus randalli",2017,32.01899328,34.67596518
"Nemipterus randalli",2017,32.01899328,34.67596518
"Nemipterus randalli",2017,32.01899328,34.71852518
"Nemipterus randalli",2017,32.19224328,34.75044518
"Nemipterus randalli",2017,32.21924328,34.76108518
"Nemipterus randalli",2017,32.21924328,34.76108518
"Nemipterus randalli",2017,32.16299328,34.73980518
"Nemipterus randalli",2017,32.13374328,34.73448518
"Nemipterus randalli",2017,32.34074328,34.73980518
"Nemipterus randalli",2017,32.43749328,34.77172518
"Nemipterus randalli",2017,32.31824328,34.79300518
"Nemipterus randalli",2017,32.31824328,34.79300518
"Nemipterus randalli",2017,32.34074328,34.73980518
"Nemipterus randalli",2017,32.34074328,34.79832518
"Nemipterus randalli",2017,32.50499328,34.79566518
"Nemipterus randalli",2017,32.28899328,34.78502518
"Nemipterus randalli",2017,32.26199328,34.78502518
"Nemipterus randalli",2017,32.28899328,34.78502518
"Nemipterus randalli",2017,32.28899328,34.78502518
"Nemipterus randalli",2017,32.28899328,34.78502518
"Nemipterus randalli",2017,32.02574328,34.67862518
"Nemipterus randalli",2017,32.05274328,34.69192518
"Nemipterus randalli",2017,32.08199328,34.70788518
"Nemipterus randalli",2017,31.99199328,34.66798518
"Nemipterus randalli",2017,32.01899328,34.67596518
"Nemipterus randalli",2017,32.05274328,34.69192518
"Nemipterus randalli",2017,32.05274328,34.69192518
"Nemipterus randalli",2017,32.04824328,34.68926518
"Nemipterus randalli",2017,32.04824328,34.68926518
"Nemipterus randalli",2017,32.04824328,34.68926518
"Nemipterus randalli",2017,32.04824328,34.68926518
"Nemipterus randalli",2017,31.99199328,34.60680518
"Nemipterus randalli",2017,32.01899328,34.67596518
"Nemipterus randalli",2017,32.01899328,34.67596518
"Nemipterus randalli",2017,31.94924328,34.64670518
"Nemipterus randalli",2017,31.94924328,34.64670518
"Nemipterus randalli",2017,32.08199328,34.64404518
"Nemipterus randalli",2017,32.00549328,34.61212518
